movie_id,title,release_year,runtime_minutes,primary_genre,language,country,content_rating,is_short_film,budget_usd,marketing_budget_usd,director_score,cast_score,imdb_score,rating_category
TMDB-9566,The Fan,2010,94,Horror,English,USA,PG-13,0,35000000,10500000,9.8,6.2,7.8,High
TMDB-9833,The Phantom of the Opera,2000,127,Comedy,Hindi,India,PG-13,0,73000000,21900000,9.8,6.1,7.7,High
TMDB-4517,Elizabeth: The Golden Age,2015,127,Animation,Hindi,India,PG-13,0,88000000,26400000,8.4,7.6,7.6,High
TMDB-8202,Æon Flux,2014,117,Comedy,Korean,France,PG-13,0,63000000,18900000,7.6,10.0,8.1,High
TMDB-16072,Gods and Generals,2012,138,Documentary,Japanese,France,PG-13,0,109000000,32700000,7.6,7.5,7.2,Medium
TMDB-34314,Turbulence,2003,150,Romance,English,USA,PG-13,0,76000000,22800000,6.8,10.0,7.8,High
TMDB-19724,Imagine That,2007,118,Sci-Fi,Tamil,India,PG-13,0,104000000,31200000,7.6,7.5,7.2,Medium
TMDB-145220,Muppets Most Wanted,2021,118,Sci-Fi,Korean,France,PG-13,0,94000000,28200000,8.4,10.0,8.5,High
TMDB-14623,Thunderbirds,2018,166,Thriller,Telugu,India,PG-13,0,67000000,20100000,9.2,8.4,8.3,High
TMDB-42297,Burlesque,2001,103,Sci-Fi,Spanish,France,PG-13,0,74000000,22200000,6.8,9.0,7.4,Medium
TMDB-2841,A Very Long Engagement,2013,104,Mystery,Korean,France,PG-13,0,110000000,33000000,9.8,10.0,9.1,High
TMDB-802,Lolita,2003,109,Mystery,Tamil,India,PG-13,0,100000000,30000000,9.8,6.3,7.8,High
TMDB-10375,D-Tox,2000,124,Horror,German,France,R,0,25000000,7500000,7.6,6.4,6.9,Medium
TMDB-36586,Blade II,2018,93,Documentary,Telugu,India,PG-13,0,19000000,5700000,9.8,10.0,9.1,High
TMDB-11321,Seven Pounds,2016,121,Thriller,Spanish,France,PG-13,0,17000000,5100000,9.2,7.0,7.8,High
TMDB-70074,Bullet to the Head,2016,135,Action,German,France,PG-13,0,41000000,12300000,9.2,7.3,7.9,High
TMDB-242,The Godfather: Part III,2002,138,Documentary,German,France,PG-13,0,99000000,29700000,9.8,9.6,9.0,High
TMDB-9621,Elizabethtown,2012,130,Action,Tamil,India,PG-13,0,61000000,18300000,9.8,6.6,7.9,High
TMDB-1819,"You, Me and Dupree",2013,125,Romance,Tamil,India,PG-13,0,86000000,25800000,9.2,6.7,7.7,High
TMDB-8536,Superman II,2022,130,Action,Hindi,India,PG-13,0,71000000,21300000,9.8,10.0,9.1,High
TMDB-8046,Gigli,2000,123,Documentary,Japanese,France,PG-13,0,49000000,14700000,9.2,7.2,7.9,High
TMDB-1717,All the King's Men,2004,109,Horror,Tamil,India,R,0,5000000,1500000,7.6,6.4,6.9,Medium
TMDB-479,Shaft,2006,122,Comedy,Telugu,India,PG-13,0,103000000,30900000,9.8,6.4,7.9,High
TMDB-9444,Anastasia,2007,110,Romance,Japanese,France,R,0,56000000,16800000,7.6,6.4,6.9,Medium
TMDB-824,Moulin Rouge!,2014,95,Action,Japanese,France,PG-13,0,111000000,33300000,9.2,10.0,8.8,High
TMDB-11456,Domestic Disturbance,2023,157,Animation,Korean,France,PG-13,0,48000000,14400000,9.2,6.1,7.5,High
TMDB-261023,Black Mass,2014,103,Documentary,German,France,PG-13,0,39000000,11700000,8.4,10.0,8.5,High
TMDB-3683,Flags of Our Fathers,2006,87,Comedy,Japanese,France,PG-13,0,103000000,30900000,9.8,8.4,8.5,High
TMDB-22803,Law Abiding Citizen,2017,165,Romance,Tamil,India,PG-13,0,66000000,19800000,9.8,7.4,8.2,High
TMDB-285923,Grindhouse,2023,159,Mystery,French,France,PG-13,0,120000000,36000000,9.8,8.8,8.7,High
TMDB-39437,Beloved,2004,97,Comedy,Hindi,India,PG-13,0,53000000,15900000,9.8,6.1,7.7,High
TMDB-1950,Lucky You,2016,127,Comedy,English,USA,PG-13,0,113000000,33900000,9.8,6.0,7.7,High
TMDB-640,Catch Me If You Can,2002,101,Thriller,Telugu,India,PG-13,0,27000000,8100000,9.8,10.0,9.1,High
TMDB-97630,Zero Dark Thirty,2009,127,Animation,Tamil,India,PG-13,0,58000000,17400000,8.4,8.7,8.0,High
TMDB-9767,The Break-Up,2002,165,Action,Spanish,France,PG-13,0,51000000,15300000,9.2,6.9,7.8,High
TMDB-11631,Mamma Mia!,2009,156,Drama,Telugu,India,PG-13,0,82000000,24600000,7.6,8.1,7.5,High
TMDB-32856,Valentine's Day,2003,116,Drama,German,France,PG-13,0,52000000,15600000,9.8,7.8,8.3,High
TMDB-6519,The Dukes of Hazzard,2008,135,Action,German,France,PG-13,0,81000000,24300000,9.2,7.6,8.0,High
TMDB-8741,The Thin Red Line,2004,102,Comedy,German,France,PG-13,0,53000000,15900000,9.2,8.1,8.2,High
TMDB-49520,The Change-Up,2017,159,Mystery,French,France,PG-13,0,90000000,27000000,9.2,7.3,7.9,High
TMDB-1850,Man on the Moon,2018,87,Comedy,Hindi,India,PG-13,0,43000000,12900000,8.4,7.0,7.4,Medium
TMDB-524,Casino,2018,163,Documentary,English,USA,PG-13,0,19000000,5700000,9.8,10.0,9.1,High
TMDB-26389,From Paris with Love,2023,134,Mystery,Japanese,France,PG-13,0,120000000,36000000,9.2,8.0,8.1,High
TMDB-11817,Bulletproof Monk,2010,135,Action,Japanese,France,R,0,11000000,3300000,6.8,6.8,6.6,Medium
TMDB-2123,"Me, Myself & Irene",2019,145,Romance,Japanese,France,PG-13,0,116000000,34800000,9.8,6.9,8.0,High
TMDB-9907,Barnyard,2022,142,Comedy,French,France,PG-13,0,23000000,6900000,9.2,7.4,7.9,High
TMDB-9969,Deck the Halls,2021,168,Sci-Fi,Spanish,France,PG-13,0,94000000,28200000,9.8,7.5,8.2,High
TMDB-18239,The Twilight Saga: New Moon,2020,125,Action,French,France,PG-13,0,21000000,6300000,9.8,9.4,8.9,High
TMDB-808,Shrek,2020,135,Action,Spanish,France,PG-13,0,21000000,6300000,9.8,8.5,8.6,High
TMDB-38050,The Adjustment Bureau,2001,118,Sci-Fi,Korean,France,R,0,74000000,22200000,6.8,7.4,6.9,Medium
TMDB-8367,Robin Hood: Prince of Thieves,2006,140,Action,French,France,PG-13,0,31000000,9300000,9.8,9.2,8.8,High
TMDB-9390,Jerry Maguire,2021,150,Romance,Hindi,India,PG-13,0,46000000,13800000,9.8,7.8,8.3,High
TMDB-72105,Ted,2010,145,Action,Telugu,India,PG-13,0,11000000,3300000,8.4,10.0,8.5,High
TMDB-2898,As Good as It Gets,2000,136,Thriller,French,France,PG-13,0,97000000,29100000,8.4,10.0,8.5,High
TMDB-10312,Patch Adams,2016,138,Documentary,Tamil,India,PG-13,0,89000000,26700000,9.8,8.4,8.5,High
TMDB-109443,Anchorman 2: The Legend Continues,2003,101,Drama,Hindi,India,PG-13,0,52000000,15600000,9.8,8.2,8.5,High
TMDB-2022,Mr. Deeds,2001,145,Romance,Tamil,India,PG-13,0,26000000,7800000,9.2,6.6,7.6,High
TMDB-37686,Super 8,2013,113,Sci-Fi,French,France,PG-13,0,14000000,4200000,9.2,7.9,8.1,High
TMDB-462,Erin Brockovich,2012,156,Thriller,Hindi,India,PG-13,0,37000000,11100000,9.8,6.2,7.8,High
TMDB-9919,How to Lose a Guy in 10 Days,2006,106,Thriller,French,France,PG-13,0,7000000,2100000,9.8,7.6,8.3,High
TMDB-187017,22 Jump Street,2002,98,Documentary,French,France,PG-13,0,99000000,29700000,9.2,8.0,8.1,High
TMDB-628,Interview with the Vampire,2016,162,Comedy,Korean,France,PG-13,0,113000000,33900000,9.8,6.8,8.0,High
TMDB-10201,Yes Man,2023,93,Sci-Fi,Korean,France,PG-13,0,24000000,7200000,9.2,7.4,7.9,High
TMDB-302699,Central Intelligence,2022,108,Documentary,Korean,France,PG-13,0,119000000,35700000,8.4,9.4,8.3,High
TMDB-9441,Stepmom,2014,101,Thriller,Korean,France,PG-13,0,87000000,26100000,9.8,6.2,7.8,High
TMDB-274167,Daddy's Home,2017,147,Animation,English,USA,PG-13,0,18000000,5400000,9.2,7.5,8.0,High
TMDB-224141,Into the Woods,2008,158,Documentary,French,France,PG-13,0,9000000,2700000,9.8,7.3,8.2,High
TMDB-388,Inside Man,2005,103,Sci-Fi,Japanese,France,PG-13,0,54000000,16200000,9.8,10.0,9.1,High
TMDB-2112,Payback,2020,139,Horror,Telugu,India,PG-13,0,45000000,13500000,9.8,6.7,8.0,High
TMDB-10329,Congo,2020,151,Thriller,English,USA,PG-13,0,117000000,35100000,9.2,7.5,8.0,High
TMDB-74465,We Bought a Zoo,2022,153,Documentary,Spanish,France,PG-13,0,119000000,35700000,9.8,6.8,8.0,High
TMDB-13811,Knowing,2010,109,Horror,English,USA,PG-13,0,35000000,10500000,9.8,7.0,8.1,High
TMDB-6877,Failure to Launch,2009,107,Animation,German,France,PG-13,0,58000000,17400000,8.4,6.4,7.2,Medium
TMDB-10320,The Ring Two,2006,122,Comedy,German,France,R,0,103000000,30900000,6.8,7.0,6.7,Medium
TMDB-50646,"Crazy, Stupid, Love.",2004,93,Documentary,French,France,PG-13,0,29000000,8700000,8.4,8.4,7.9,High
TMDB-8920,Garfield,2007,159,Mystery,German,France,PG-13,0,80000000,24000000,9.2,6.7,7.7,High
TMDB-13673,Christmas with the Kranks,2005,160,Romance,Telugu,India,PG-13,0,6000000,1800000,7.6,7.0,7.1,Medium
TMDB-60308,Moneyball,2021,150,Romance,Hindi,India,PG-13,0,46000000,13800000,7.6,10.0,8.1,High
TMDB-6950,Outbreak,2010,133,Documentary,English,USA,PG-13,0,59000000,17700000,9.8,6.7,8.0,High
TMDB-225574,Non-Stop,2008,141,Thriller,German,France,PG-13,0,57000000,17100000,9.8,8.4,8.5,High
TMDB-13836,Race to Witch Mountain,2007,115,Romance,German,France,PG-13,0,56000000,16800000,9.8,10.0,9.1,High
TMDB-752,V for Vendetta,2020,108,Documentary,French,France,PG-13,0,69000000,20700000,9.2,10.0,8.8,High
TMDB-6038,Shanghai Knights,2015,111,Drama,English,USA,PG-13,0,112000000,33600000,9.2,10.0,8.8,High
TMDB-9975,Curious George,2021,139,Mystery,Japanese,France,PG-13,0,70000000,21000000,6.8,7.8,7.0,Medium
TMDB-11451,Herbie Fully Loaded,2002,123,Documentary,Tamil,India,PG-13,0,99000000,29700000,7.6,6.9,7.0,Medium
TMDB-12103,Don't Say a Word,2005,140,Romance,Spanish,France,PG-13,0,6000000,1800000,9.8,6.9,8.0,High
TMDB-60304,Hansel & Gretel: Witch Hunters,2000,99,Horror,Tamil,India,PG-13,0,25000000,7500000,7.6,7.8,7.4,Medium
TMDB-2251,Unfaithful,2012,152,Comedy,Korean,France,PG-13,0,13000000,3900000,9.2,6.4,7.6,High
TMDB-46529,I Am Number Four,2002,147,Comedy,Hindi,India,PG-13,0,3000000,900000,9.2,10.0,8.8,High
TMDB-231,Syriana,2004,143,Documentary,Telugu,India,PG-13,0,29000000,8700000,7.6,8.7,7.7,High
TMDB-300671,13 Hours: The Secret Soldiers of Benghazi,2000,153,Documentary,Korean,France,PG-13,0,49000000,14700000,9.8,9.0,8.8,High
TMDB-228326,The Book of Life,2002,117,Comedy,Japanese,France,PG-13,0,3000000,900000,6.8,8.4,7.2,Medium
TMDB-9754,Firewall,2002,101,Thriller,Korean,France,PG-13,0,27000000,8100000,8.4,7.3,7.5,High
TMDB-66,Absolute Power,2001,159,Mystery,Korean,France,PG-13,0,50000000,15000000,9.8,6.3,7.8,High
TMDB-4421,G.I. Jane,2014,164,Horror,Japanese,France,PG-13,0,15000000,4500000,9.8,6.7,8.0,High
TMDB-2649,The Game,2016,139,Horror,Japanese,France,PG-13,0,65000000,19500000,9.8,10.0,9.1,High
TMDB-588,Silent Hill,2012,102,Comedy,Telugu,India,R,0,13000000,3900000,6.8,6.9,6.7,Medium
TMDB-10393,The Replacements,2023,167,Animation,Tamil,India,PG-13,0,48000000,14400000,8.4,6.8,7.4,Medium
TMDB-71552,American Reunion,2012,111,Thriller,Hindi,India,PG-13,0,37000000,11100000,7.6,7.6,7.3,Medium
TMDB-9631,The Negotiator,2017,120,Romance,Korean,France,PG-13,0,66000000,19800000,9.8,10.0,9.1,High
TMDB-216282,Into the Storm,2013,91,Drama,German,France,PG-13,0,62000000,18600000,7.6,10.0,8.1,High
TMDB-306,Beverly Hills Cop III,2013,148,Sci-Fi,German,France,PG-13,0,14000000,4200000,9.8,7.8,8.3,High
TMDB-928,Gremlins 2: The New Batch,2009,90,Romance,English,USA,PG-13,0,106000000,31800000,9.8,8.2,8.5,High
TMDB-205587,The Judge,2007,111,Drama,Telugu,India,PG-13,0,32000000,9600000,9.2,6.9,7.8,High
TMDB-6623,The Peacemaker,2005,111,Drama,Hindi,India,PG-13,0,102000000,30600000,8.4,7.8,7.7,High
TMDB-1577,Resident Evil: Apocalypse,2001,87,Animation,Tamil,India,PG-13,0,98000000,29400000,6.8,10.0,7.8,High
TMDB-9801,Bridget Jones: The Edge of Reason,2009,141,Drama,Spanish,France,PG-13,0,82000000,24600000,6.8,10.0,7.8,High
TMDB-2116,Out of Time,2009,123,Sci-Fi,French,France,PG-13,0,34000000,10200000,8.4,6.4,7.2,Medium
TMDB-9624,On Deadly Ground,2022,165,Action,Tamil,India,R,0,71000000,21300000,6.8,6.2,6.4,Medium
TMDB-14199,The Adventures of Sharkboy and Lavagirl,2021,134,Mystery,Hindi,India,PG-13,0,70000000,21000000,9.8,6.0,7.7,High
TMDB-1907,The Beach,2011,166,Drama,Japanese,France,PG-13,0,12000000,3600000,9.8,6.9,8.0,High
TMDB-4599,Raising Helen,2023,141,Drama,Japanese,France,PG-13,0,72000000,21600000,9.8,8.4,8.5,High
TMDB-22832,Ninja Assassin,2001,98,Sci-Fi,Spanish,France,PG-13,0,74000000,22200000,9.2,9.6,8.7,High
TMDB-10390,For Love of the Game,2006,165,Action,French,France,PG-13,0,31000000,9300000,9.8,5.8,7.6,High
TMDB-9879,Striptease,2023,128,Sci-Fi,Telugu,India,PG-13,0,24000000,7200000,7.6,7.2,7.1,Medium
TMDB-38579,Marmaduke,2014,167,Comedy,Tamil,India,PG-13,0,63000000,18900000,8.4,7.2,7.5,High
TMDB-44603,Hereafter,2010,149,Horror,Tamil,India,PG-13,0,35000000,10500000,9.8,8.1,8.4,High
TMDB-11892,Murder by Numbers,2020,122,Comedy,Telugu,India,PG-13,0,93000000,27900000,7.6,8.1,7.5,High
TMDB-9691,Assassins,2005,151,Drama,Hindi,India,PG-13,0,102000000,30600000,9.8,7.0,8.1,High
TMDB-1248,Hannibal Rising,2006,99,Horror,Spanish,France,PG-13,0,55000000,16500000,7.6,7.0,7.1,Medium
TMDB-12220,The Story of Us,2019,125,Romance,English,USA,PG-13,0,116000000,34800000,9.8,7.0,8.1,High
TMDB-72710,The Host,2008,137,Comedy,Spanish,France,PG-13,0,33000000,9900000,9.8,9.3,8.9,High
TMDB-10782,Basic,2004,111,Thriller,Japanese,France,PG-13,0,77000000,23100000,9.8,7.0,8.1,High
TMDB-9573,Blood Work,2000,116,Thriller,Tamil,India,PG-13,0,97000000,29100000,9.8,7.2,8.1,High
TMDB-4959,The International,2006,93,Documentary,German,France,PG-13,0,79000000,23700000,9.8,9.3,8.9,High
TMDB-10061,Escape from L.A.,2021,161,Drama,Tamil,India,PG-13,0,22000000,6600000,9.8,7.0,8.1,High
TMDB-10386,The Iron Giant,2015,129,Mystery,Japanese,France,PG-13,0,40000000,12000000,9.2,8.5,8.3,High
TMDB-421,The Life Aquatic with Steve Zissou,2023,134,Mystery,German,France,PG-13,0,120000000,36000000,9.8,6.9,8.0,High
TMDB-316152,Free State of Jones,2006,124,Horror,Tamil,India,PG-13,0,55000000,16500000,8.4,9.6,8.3,High
TMDB-11615,The Life of David Gale,2023,101,Drama,German,France,PG-13,0,72000000,21600000,8.4,10.0,8.5,High
TMDB-13498,Man of the House,2013,143,Sci-Fi,Spanish,France,PG-13,0,14000000,4200000,9.8,7.5,8.2,High
TMDB-241554,Run All Night,2009,167,Animation,French,France,PG-13,0,58000000,17400000,9.8,7.2,8.1,High
TMDB-2252,Eastern Promises,2008,166,Thriller,Spanish,France,PG-13,0,57000000,17100000,9.8,7.3,8.2,High
TMDB-11968,Into the Blue,2007,154,Mystery,Telugu,India,PG-13,0,80000000,24000000,9.2,6.1,7.5,High
TMDB-10047,The Messenger: The Story of Joan of Arc,2019,108,Sci-Fi,Korean,France,PG-13,0,44000000,13200000,9.8,8.8,8.7,High
TMDB-38319,Your Highness,2004,157,Comedy,Korean,France,PG-13,0,53000000,15900000,9.8,8.2,8.5,High
TMDB-69668,Dream House,2000,89,Horror,English,USA,PG-13,0,25000000,7500000,8.4,7.4,7.6,High
TMDB-9770,Mad City,2021,107,Animation,English,USA,PG-13,0,118000000,35400000,7.6,6.8,7.0,Medium
TMDB-11212,Baby's Day Out,2009,121,Drama,Spanish,France,R,0,82000000,24600000,7.6,6.0,6.7,Medium
TMDB-10533,The Scarlet Letter,2001,95,Romance,Hindi,India,PG-13,0,26000000,7800000,8.4,6.3,7.2,Medium
TMDB-38363,Fair Game,2021,129,Mystery,Korean,France,PG-13,0,70000000,21000000,9.8,7.2,8.1,High
TMDB-9923,Domino,2011,112,Animation,French,France,PG-13,0,108000000,32400000,9.8,8.1,8.4,High
TMDB-11863,Jade,2015,146,Drama,Korean,France,PG-13,0,112000000,33600000,9.8,7.5,8.2,High
TMDB-18501,Gamer,2016,124,Horror,Telugu,India,PG-13,0,65000000,19500000,9.2,8.5,8.3,High
TMDB-109491,Beautiful Creatures,2022,119,Horror,Hindi,India,PG-13,0,95000000,28500000,9.8,10.0,9.1,High
TMDB-9275,Death to Smoochy,2014,113,Documentary,Tamil,India,PG-13,0,39000000,11700000,8.4,6.2,7.2,Medium
TMDB-329833,Zoolander 2,2019,123,Sci-Fi,Korean,France,PG-13,0,44000000,13200000,9.8,10.0,9.1,High
TMDB-12634,The Big Bounce,2022,141,Thriller,English,USA,PG-13,0,47000000,14100000,7.6,6.8,7.0,Medium
TMDB-10416,What Planet Are You From?,2015,124,Mystery,German,France,PG-13,0,40000000,12000000,9.8,6.4,7.9,High
TMDB-47327,Drive Angry,2007,93,Sci-Fi,Tamil,India,PG-13,0,104000000,31200000,9.2,10.0,8.8,High
TMDB-15268,Street Fighter: The Legend of Chun-Li,2020,100,Action,Telugu,India,PG-13,0,21000000,6300000,9.8,5.8,7.6,High
TMDB-10796,The One,2011,143,Sci-Fi,German,France,PG-13,0,84000000,25200000,9.2,7.3,7.9,High
TMDB-9548,The Adventures of Ford Fairlane,2011,156,Drama,Hindi,India,PG-13,0,12000000,3600000,9.8,10.0,9.1,High
TMDB-18947,The Boat That Rocked,2020,167,Comedy,Telugu,India,PG-13,0,93000000,27900000,8.4,8.6,8.0,High
TMDB-1900,Traffic,2002,120,Action,Telugu,India,PG-13,0,51000000,15300000,9.8,8.5,8.6,High
TMDB-89,Indiana Jones and the Last Crusade,2013,106,Drama,English,USA,PG-13,0,62000000,18600000,9.8,10.0,9.1,High
TMDB-96724,Anna Karenina,2006,158,Documentary,German,France,PG-13,0,79000000,23700000,9.8,10.0,9.1,High
TMDB-198184,Chappie,2012,118,Documentary,English,USA,PG-13,0,109000000,32700000,8.4,10.0,8.5,High
TMDB-9481,The Bone Collector,2018,145,Action,Hindi,India,PG-13,0,91000000,27300000,9.8,7.5,8.2,High
TMDB-4547,Panic Room,2023,113,Sci-Fi,Telugu,India,PG-13,0,24000000,7200000,9.8,6.9,8.0,High
TMDB-53953,The Tooth Fairy,2022,169,Horror,Spanish,France,R,0,95000000,28500000,6.8,6.8,6.6,Medium
TMDB-6415,Three Kings,2008,140,Action,German,France,PG-13,0,81000000,24300000,9.8,7.0,8.1,High
TMDB-181283,Child 44,2010,146,Thriller,Telugu,India,PG-13,0,107000000,32100000,8.4,7.9,7.7,High
TMDB-9896,Rat Race,2016,97,Comedy,Korean,France,PG-13,0,113000000,33900000,9.2,7.4,7.9,High
TMDB-167,K-PAX,2006,135,Action,Japanese,France,PG-13,0,31000000,9300000,9.2,8.6,8.3,High
TMDB-11232,Kate & Leopold,2001,165,Romance,French,France,PG-13,0,26000000,7800000,9.8,6.9,8.0,High
TMDB-1636,Bedazzled,2007,118,Sci-Fi,English,USA,PG-13,0,104000000,31200000,9.8,6.3,7.8,High
TMDB-2148,The Cotton Club,2022,117,Comedy,Spanish,France,PG-13,0,23000000,6900000,9.8,8.8,8.7,High
TMDB-5176,3:10 to Yuma,2020,121,Thriller,Spanish,France,PG-13,0,117000000,35100000,9.8,10.0,9.1,High
TMDB-260346,Taken 3,2017,168,Sci-Fi,Tamil,India,PG-13,0,114000000,34200000,8.4,10.0,8.5,High
TMDB-1389,Out of Sight,2000,148,Documentary,Telugu,India,PG-13,0,49000000,14700000,9.8,6.9,8.0,High
TMDB-9894,The Cable Guy,2021,159,Mystery,Tamil,India,PG-13,0,70000000,21000000,9.8,7.0,8.1,High
TMDB-7504,Earth,2017,155,Romance,English,USA,R,0,66000000,19800000,7.6,6.2,6.8,Medium
TMDB-8592,Dick Tracy,2011,112,Animation,Korean,France,PG-13,0,108000000,32400000,8.4,8.0,7.8,High
TMDB-913,The Thomas Crown Affair,2000,144,Horror,Japanese,France,PG-13,0,25000000,7500000,9.8,6.6,7.9,High
TMDB-11091,Riding in Cars with Boys,2007,85,Romance,Tamil,India,PG-13,0,56000000,16800000,9.2,7.0,7.8,High
TMDB-1368,First Blood,2020,113,Documentary,German,France,PG-13,0,69000000,20700000,6.8,7.8,7.0,Medium
TMDB-593,Solaris,2020,133,Documentary,French,France,R,0,69000000,20700000,6.8,6.2,6.4,Medium
TMDB-5393,Happily N'Ever After,2022,104,Horror,German,France,R,0,95000000,28500000,6.8,7.0,6.7,Medium
TMDB-9095,Mary Reilly,2015,111,Drama,German,France,PG-13,0,112000000,33600000,9.8,6.3,7.8,High
TMDB-8874,My Best Friend's Wedding,2006,115,Action,Japanese,France,PG-13,0,31000000,9300000,6.8,7.8,7.0,Medium
TMDB-11467,America's Sweethearts,2021,126,Drama,Telugu,India,PG-13,0,22000000,6600000,7.6,9.6,8.0,High
TMDB-320,Insomnia,2003,155,Romance,Spanish,France,PG-13,0,76000000,22800000,9.8,8.0,8.4,High
TMDB-199,Star Trek: First Contact,2014,140,Action,Korean,France,PG-13,0,111000000,33300000,9.2,6.7,7.7,High
TMDB-20533,Jonah Hex,2000,104,Horror,German,France,PG-13,0,25000000,7500000,7.6,8.1,7.5,High
TMDB-10684,Courage Under Fire,2008,93,Documentary,French,France,PG-13,0,9000000,2700000,9.8,7.4,8.2,High
TMDB-1624,Liar Liar,2022,136,Thriller,Telugu,India,PG-13,0,47000000,14100000,9.8,6.6,7.9,High
TMDB-325789,The Infiltrator,2023,93,Sci-Fi,Korean,France,PG-13,0,24000000,7200000,8.4,7.5,7.6,High
TMDB-113464,Inchon,2001,94,Mystery,Telugu,India,PG-13,0,50000000,15000000,9.2,6.7,7.7,High
TMDB-888,The Flintstones,2000,125,Action,Hindi,India,PG-13,0,1000000,300000,9.8,6.8,8.0,High
TMDB-82675,Taken 2,2000,148,Documentary,English,USA,PG-13,0,49000000,14700000,8.4,8.7,8.0,High
TMDB-4256,Scary Movie 3,2020,89,Horror,Korean,France,PG-13,0,45000000,13500000,9.8,7.0,8.1,High
TMDB-1493,Miss Congeniality,2005,163,Sci-Fi,Telugu,India,PG-13,0,54000000,16200000,9.8,7.0,8.1,High
TMDB-88751,Journey to the Center of the Earth,2008,95,Action,Tamil,India,R,0,81000000,24300000,7.6,6.2,6.8,Medium
TMDB-11130,The Princess Diaries 2: Royal Engagement,2017,104,Mystery,English,USA,PG-13,0,90000000,27000000,9.8,7.4,8.2,High
TMDB-9944,The Pelican Brief,2020,167,Comedy,Japanese,France,R,0,93000000,27900000,7.6,6.4,6.9,Medium
TMDB-10731,The Client,2001,88,Sci-Fi,French,France,PG-13,0,74000000,22200000,9.8,6.8,8.0,High
TMDB-7350,The Bucket List,2022,98,Documentary,Telugu,India,PG-13,0,119000000,35700000,9.8,7.6,8.3,High
TMDB-9869,Patriot Games,2002,116,Thriller,Hindi,India,PG-13,0,27000000,8100000,9.8,8.1,8.4,High
TMDB-4379,Monster-in-Law,2003,127,Animation,Korean,France,PG-13,0,28000000,8400000,9.8,7.2,8.1,High
TMDB-146233,Prisoners,2016,110,Action,Spanish,France,PG-13,0,41000000,12300000,8.4,9.1,8.2,High
TMDB-2034,Training Day,2006,119,Horror,Japanese,France,PG-13,0,55000000,16500000,9.8,6.7,8.0,High
TMDB-926,Galaxy Quest,2010,160,Action,Tamil,India,PG-13,0,11000000,3300000,9.2,7.5,8.0,High
TMDB-4248,Scary Movie 2,2011,165,Romance,Japanese,France,PG-13,0,36000000,10800000,9.2,6.8,7.7,High
TMDB-64328,The Muppets,2016,129,Horror,Tamil,India,PG-13,0,65000000,19500000,8.4,10.0,8.5,High
TMDB-36647,Blade,2004,85,Action,Japanese,France,PG-13,0,101000000,30300000,7.6,10.0,8.1,High
TMDB-7214,Coach Carter,2003,109,Mystery,Korean,France,PG-13,0,100000000,30000000,8.4,6.2,7.2,Medium
TMDB-1537,Changing Lanes,2022,91,Thriller,Tamil,India,PG-13,0,47000000,14100000,8.4,6.3,7.2,Medium
TMDB-9360,Anaconda,2017,144,Mystery,Tamil,India,R,0,90000000,27000000,7.6,6.2,6.8,Medium
TMDB-6282,Coyote Ugly,2016,109,Horror,Japanese,France,PG-13,0,65000000,19500000,7.6,7.4,7.2,Medium
TMDB-508,Love Actually,2017,90,Romance,Spanish,France,PG-13,0,66000000,19800000,8.4,9.7,8.4,High
TMDB-9487,A Bug's Life,2014,160,Action,Korean,France,PG-13,0,111000000,33300000,9.2,6.9,7.8,High
TMDB-768,From Hell,2015,97,Animation,Telugu,India,PG-13,0,88000000,26400000,8.4,8.1,7.8,High
TMDB-2636,The Specialist,2012,157,Comedy,English,USA,R,0,13000000,3900000,7.6,6.4,6.9,Medium
TMDB-10478,Tin Cup,2011,85,Romance,Hindi,India,PG-13,0,36000000,10800000,9.2,6.4,7.6,High
TMDB-27983,"Yours, Mine and Ours",2022,153,Documentary,German,France,R,0,119000000,35700000,6.8,6.1,6.4,Medium
TMDB-9981,Kicking & Screaming,2023,112,Animation,Korean,France,PG-13,0,48000000,14400000,8.4,7.4,7.6,High
TMDB-7453,The Hitchhiker's Guide to the Galaxy,2008,128,Documentary,Hindi,India,R,0,9000000,2700000,6.8,7.4,6.9,Medium
TMDB-15045,Fat Albert,2016,169,Horror,Tamil,India,R,0,65000000,19500000,7.6,6.6,6.9,Medium
TMDB-7737,Resident Evil: Extinction,2012,109,Horror,Korean,France,PG-13,0,85000000,25500000,9.2,6.7,7.7,High
TMDB-232672,Blended,2002,139,Horror,Telugu,India,PG-13,0,75000000,22500000,9.8,8.7,8.7,High
TMDB-17379,Last Holiday,2014,169,Horror,Tamil,India,PG-13,0,15000000,4500000,9.8,5.8,7.6,High
TMDB-8987,The River Wild,2015,112,Animation,Hindi,India,PG-13,0,88000000,26400000,9.8,6.2,7.8,High
TMDB-11359,The Indian in the Cupboard,2002,120,Action,English,USA,PG-13,0,51000000,15300000,9.8,6.2,7.8,High
TMDB-82525,Savages,2011,106,Drama,German,France,PG-13,0,12000000,3600000,9.8,6.8,8.0,High
TMDB-9759,Cellular,2022,87,Comedy,Spanish,France,PG-13,0,23000000,6900000,9.8,7.3,8.2,High
TMDB-9486,Johnny English,2019,117,Animation,Spanish,France,PG-13,0,68000000,20400000,9.2,7.0,7.8,High
TMDB-9906,The Ant Bully,2003,161,Drama,German,France,PG-13,0,52000000,15600000,7.6,7.4,7.2,Medium
